txn_id,timestamp,amount,payment_method,bank,failure_reason,attempt_no,hour_of_day,is_weekend,customer_past_success_rate,minutes_since_last_failure,is_flagged_risk,retry_succeeded
txn_001091,2026-07-15T06:49:00,162.8,wallet,icici,bank_server_down,1,13,1,1.0,1,0,1
txn_001092,2026-06-08T13:03:00,880.59,wallet,idfc,risk_block,2,7,0,0.78,15,1,0
txn_001093,2026-06-17T03:54:00,209.43,upi,hdfc,insufficient_funds,2,2,0,0.683,1,0,1
txn_001094,2026-06-04T14:19:00,2059.25,netbanking,yesbank,insufficient_funds,2,2,1,0.693,60,0,1
txn_001095,2026-06-24T15:56:00,648.83,card,sbi,invalid_otp,1,9,0,0.8,1,0,1
txn_001096,2026-07-17T07:39:00,1269.26,upi,other,insufficient_funds,1,1,0,0.838,30,0,1
txn_001097,2026-07-24T11:48:00,1418.48,wallet,idfc,bank_server_down,1,9,0,0.417,1,0,1
txn_001098,2026-07-21T06:07:00,1194.98,card,icici,risk_block,1,10,0,0.678,1,1,0
txn_001099,2026-07-06T11:00:00,5832.68,netbanking,axis,issuer_declined,1,11,1,0.766,720,0,0
txn_001100,2026-06-29T15:39:00,1092.14,wallet,other,insufficient_funds,1,22,0,0.853,180,0,0
txn_001101,2026-07-25T23:17:00,1530.74,card,hdfc,gateway_error,1,8,0,0.833,5,0,1
txn_001102,2026-07-16T14:37:00,1360.64,netbanking,axis,network_timeout,2,0,0,0.78,1,0,1
txn_001103,2026-06-18T21:36:00,7280.78,card,yesbank,insufficient_funds,1,23,0,1.0,60,0,0
txn_001104,2026-07-26T09:51:00,592.95,upi,other,network_timeout,2,0,0,0.779,30,0,0
txn_001105,2026-07-19T07:25:00,580.09,netbanking,axis,card_expired,2,20,0,0.591,30,0,0
txn_001106,2026-06-28T20:54:00,2278.97,card,other,bank_server_down,1,17,0,0.94,720,0,1
txn_001107,2026-06-19T05:28:00,1019.65,upi,other,issuer_declined,3,3,0,0.473,5,0,0
txn_001108,2026-06-24T09:37:00,433.41,wallet,icici,insufficient_funds,1,15,1,0.719,180,0,1
txn_001109,2026-06-01T07:16:00,1309.25,wallet,axis,network_timeout,1,9,0,0.648,5,0,0
txn_001110,2026-06-09T09:02:00,599.07,upi,kotak,gateway_error,1,17,0,0.64,1,0,1
txn_001111,2026-07-02T03:19:00,745.48,wallet,axis,bank_server_down,2,0,0,1.0,1,0,1
txn_001112,2026-06-18T07:22:00,434.83,card,other,insufficient_funds,1,12,0,0.842,30,0,1
txn_001113,2026-07-22T23:14:00,2202.25,wallet,icici,invalid_otp,2,14,0,0.738,30,0,1
txn_001114,2026-07-24T23:10:00,249.38,netbanking,yesbank,bank_server_down,1,10,0,0.868,60,0,1
txn_001115,2026-06-13T11:06:00,2957.18,wallet,yesbank,insufficient_funds,2,7,0,0.613,1,0,0
txn_001116,2026-06-26T22:55:00,42.33,wallet,sbi,invalid_otp,1,2,0,0.392,30,0,1
txn_001117,2026-06-20T07:47:00,5167.59,upi,sbi,bank_server_down,1,3,0,0.704,1,0,1
txn_001118,2026-07-20T16:53:00,193.27,upi,axis,invalid_otp,3,17,0,0.997,60,0,0
txn_001119,2026-07-14T09:58:00,428.23,netbanking,icici,bank_server_down,1,8,0,1.0,1,0,1
txn_001120,2026-07-22T19:01:00,740.73,netbanking,idfc,insufficient_funds,2,18,0,0.723,5,0,0
txn_001121,2026-07-18T14:27:00,541.04,upi,hdfc,issuer_declined,3,4,1,0.877,30,0,1
txn_001122,2026-07-24T18:33:00,731.74,card,other,risk_block,1,6,0,0.796,5,1,0
txn_001123,2026-06-12T16:02:00,196.03,netbanking,kotak,network_timeout,1,20,0,0.921,180,0,1
txn_001124,2026-06-02T06:03:00,2647.27,upi,axis,card_expired,1,4,0,0.731,5,0,0
txn_001125,2026-06-26T00:53:00,591.65,netbanking,axis,network_timeout,2,20,0,0.626,180,0,1
txn_001126,2026-06-01T06:40:00,282.74,card,sbi,network_timeout,2,21,0,0.233,30,0,1
txn_001127,2026-07-14T01:47:00,1781.22,card,hdfc,network_timeout,2,6,0,0.823,30,0,1
txn_001128,2026-06-21T01:49:00,296.75,upi,other,issuer_declined,2,14,1,0.994,15,0,1
txn_001129,2026-07-04T18:05:00,2965.16,card,hdfc,network_timeout,3,12,1,0.255,1,0,1
txn_001130,2026-06-23T22:43:00,2732.09,upi,kotak,card_expired,1,9,0,0.341,5,0,0
txn_001131,2026-06-28T21:12:00,2408.33,card,other,issuer_declined,1,22,0,0.596,5,0,1
txn_001132,2026-07-13T22:46:00,1105.54,wallet,kotak,issuer_declined,2,6,0,0.97,15,0,1
txn_001133,2026-06-07T22:36:00,182.89,card,yesbank,invalid_otp,1,15,0,0.508,60,0,1
txn_001134,2026-06-13T08:29:00,557.7,card,axis,insufficient_funds,3,14,0,0.991,60,0,0
txn_001135,2026-06-09T12:12:00,516.5,card,axis,bank_server_down,1,0,0,1.0,30,0,1
txn_001136,2026-06-16T04:53:00,239.08,card,icici,bank_server_down,2,19,0,0.724,180,0,1
txn_001137,2026-07-09T21:01:00,1427.28,upi,other,invalid_otp,1,13,0,0.576,60,0,1
txn_001138,2026-06-22T07:39:00,755.29,netbanking,other,invalid_otp,2,23,1,0.879,5,0,0
txn_001139,2026-06-19T14:00:00,1436.17,card,axis,issuer_declined,2,9,0,0.736,1,0,0
txn_001140,2026-06-15T08:08:00,2803.02,netbanking,idfc,bank_server_down,1,0,1,0.894,30,0,1
txn_001141,2026-07-24T07:18:00,255.01,card,idfc,insufficient_funds,1,5,1,0.437,60,0,0
txn_001142,2026-06-29T17:43:00,3069.16,wallet,sbi,gateway_error,3,21,0,0.475,720,0,1
txn_001143,2026-06-21T21:52:00,294.83,card,hdfc,bank_server_down,1,17,0,0.409,5,0,0
txn_001144,2026-06-22T21:20:00,377.03,upi,other,issuer_declined,1,22,0,0.473,5,0,0
txn_001145,2026-07-15T15:31:00,720.77,upi,axis,gateway_error,1,16,0,0.667,5,0,1
txn_001146,2026-06-30T07:04:00,1384.68,card,sbi,risk_block,1,20,1,0.524,180,1,0
txn_001147,2026-07-28T23:38:00,6987.98,netbanking,yesbank,network_timeout,2,22,1,0.893,720,0,1
txn_001148,2026-06-03T08:27:00,552.05,upi,axis,invalid_otp,1,14,0,0.477,180,0,0
txn_001149,2026-07-23T11:07:00,513.91,netbanking,yesbank,issuer_declined,2,16,0,0.714,720,0,1
txn_001150,2026-06-04T16:13:00,796.91,netbanking,other,card_expired,2,4,1,0.368,15,0,0
txn_001151,2026-07-05T09:08:00,9675.85,wallet,hdfc,card_expired,1,12,0,0.565,60,0,0
txn_001152,2026-07-05T03:54:00,268.83,card,idfc,card_expired,1,7,0,0.884,5,0,0
txn_001153,2026-07-18T20:40:00,204.95,upi,other,issuer_declined,1,17,0,1.0,720,0,0
txn_001154,2026-06-24T19:29:00,419.99,upi,hdfc,insufficient_funds,1,3,0,0.306,60,0,0
txn_001155,2026-06-23T01:09:00,788.57,netbanking,sbi,invalid_otp,1,7,0,0.741,1,0,1
txn_001156,2026-06-15T10:27:00,1761.93,upi,sbi,insufficient_funds,1,9,0,0.538,15,0,0
txn_001157,2026-07-06T12:22:00,269.13,wallet,sbi,insufficient_funds,1,16,0,0.868,30,0,0
txn_001158,2026-07-20T11:13:00,221.8,wallet,sbi,bank_server_down,1,9,0,0.602,180,0,1
txn_001159,2026-06-10T22:02:00,448.84,netbanking,axis,invalid_otp,1,8,0,0.958,1,0,0
txn_001160,2026-06-19T15:02:00,452.64,card,kotak,bank_server_down,1,1,0,0.65,720,0,1
txn_001161,2026-06-09T04:44:00,196.87,card,yesbank,gateway_error,2,18,0,0.608,5,0,0
txn_001162,2026-06-20T17:34:00,4739.21,wallet,other,insufficient_funds,3,17,1,0.725,180,0,1
txn_001163,2026-06-30T19:18:00,153.63,netbanking,axis,insufficient_funds,3,1,0,0.96,60,0,0
txn_001164,2026-06-10T17:11:00,4366.34,upi,other,gateway_error,1,16,0,0.868,720,0,1
txn_001165,2026-06-26T19:38:00,1185.56,wallet,icici,bank_server_down,1,16,0,0.558,180,0,1
txn_001166,2026-07-18T20:58:00,1163.08,upi,idfc,issuer_declined,1,19,0,0.881,1,0,0
txn_001167,2026-06-15T08:27:00,731.89,netbanking,icici,invalid_otp,1,12,0,0.828,30,0,1
txn_001168,2026-06-12T20:06:00,338.19,card,icici,gateway_error,1,10,0,1.0,720,0,1
txn_001169,2026-06-09T17:40:00,3580.01,wallet,hdfc,card_expired,3,10,1,0.251,180,0,0
txn_001170,2026-06-20T08:59:00,265.31,card,idfc,insufficient_funds,2,19,1,0.834,30,0,1
txn_001171,2026-07-15T04:05:00,329.03,card,axis,insufficient_funds,1,1,0,0.826,30,0,0
txn_001172,2026-07-21T02:07:00,234.72,card,axis,network_timeout,1,17,1,0.596,15,0,1
txn_001173,2026-07-26T03:07:00,217.5,card,idfc,issuer_declined,1,11,0,0.874,180,0,0
txn_001174,2026-07-25T10:01:00,1482.24,netbanking,icici,issuer_declined,2,5,0,0.573,720,0,1
txn_001175,2026-07-12T12:35:00,5074.38,wallet,idfc,issuer_declined,2,17,0,0.712,720,0,0
txn_001176,2026-07-16T13:13:00,738.78,netbanking,sbi,insufficient_funds,1,12,0,0.876,15,0,1
txn_001177,2026-07-21T18:46:00,61.47,card,sbi,risk_block,1,13,0,0.909,180,1,1
txn_001178,2026-07-26T05:25:00,578.96,wallet,icici,network_timeout,1,0,0,0.775,180,0,1
txn_001179,2026-07-02T08:58:00,3188.92,netbanking,axis,bank_server_down,2,21,0,1.0,720,0,1
txn_001180,2026-07-20T13:28:00,3828.01,upi,sbi,gateway_error,1,13,0,0.786,60,0,1
txn_001181,2026-07-09T18:30:00,120.66,wallet,kotak,invalid_otp,1,18,0,1.0,1,0,1
txn_001182,2026-06-14T13:23:00,1548.08,card,axis,insufficient_funds,2,10,0,0.718,15,0,1
txn_001183,2026-07-10T12:37:00,852.27,netbanking,kotak,bank_server_down,1,0,0,0.72,180,0,1
txn_001184,2026-06-05T08:40:00,2913.25,wallet,icici,invalid_otp,2,6,1,0.791,720,0,0
txn_001185,2026-07-28T07:14:00,891.96,wallet,hdfc,gateway_error,1,9,0,0.715,30,0,0
txn_001186,2026-07-06T13:34:00,856.03,wallet,idfc,card_expired,1,11,1,0.953,30,0,0
txn_001187,2026-07-15T18:59:00,4021.49,wallet,sbi,insufficient_funds,1,13,0,0.577,1,0,0
txn_001188,2026-06-18T18:34:00,4140.48,wallet,idfc,issuer_declined,1,2,0,0.525,60,0,0
txn_001189,2026-06-19T15:38:00,2363.19,wallet,axis,insufficient_funds,3,5,1,0.537,1,0,0
txn_001190,2026-07-02T09:35:00,497.55,card,icici,risk_block,1,13,1,0.668,30,1,0
txn_001191,2026-06-05T08:23:00,267.08,card,axis,network_timeout,1,17,0,1.0,720,0,1
txn_001192,2026-06-10T05:58:00,1366.2,wallet,kotak,insufficient_funds,1,3,0,0.927,180,0,1
txn_001193,2026-06-17T14:26:00,664.26,upi,sbi,network_timeout,2,5,1,0.457,720,0,1
txn_001194,2026-06-22T06:53:00,2677.41,card,kotak,insufficient_funds,1,5,0,0.888,180,0,0
txn_001195,2026-07-24T13:50:00,98.23,card,axis,issuer_declined,1,10,0,0.524,180,0,1
txn_001196,2026-06-02T09:46:00,496.64,wallet,idfc,card_expired,1,12,0,0.916,720,0,0
txn_001197,2026-07-04T07:37:00,723.22,upi,idfc,bank_server_down,2,5,1,0.665,30,0,1
txn_001198,2026-07-07T05:17:00,538.54,netbanking,other,insufficient_funds,2,2,0,0.979,5,0,1
txn_001199,2026-06-04T02:04:00,176.46,upi,kotak,gateway_error,1,17,0,0.837,1,0,0
txn_001200,2026-07-28T07:11:00,1384.64,card,idfc,gateway_error,1,9,0,0.415,60,0,1
txn_001201,2026-06-17T07:07:00,306.97,upi,kotak,insufficient_funds,2,16,0,0.983,30,0,1
txn_001202,2026-06-06T18:40:00,514.39,wallet,other,bank_server_down,3,21,1,0.533,1,0,0
txn_001203,2026-06-12T18:52:00,1002.85,wallet,other,issuer_declined,2,17,1,0.925,180,0,0
txn_001204,2026-06-25T12:21:00,988.98,card,other,bank_server_down,2,16,1,0.574,15,0,1
txn_001205,2026-07-02T04:29:00,368.51,netbanking,idfc,risk_block,1,21,0,0.664,60,1,0
txn_001206,2026-06-23T10:45:00,189.16,netbanking,kotak,risk_block,1,14,0,0.498,15,1,0
txn_001207,2026-06-17T23:38:00,1611.51,card,kotak,invalid_otp,1,18,0,0.762,180,0,0
txn_001208,2026-07-06T14:37:00,119.11,netbanking,other,card_expired,2,10,0,0.623,60,0,0
txn_001209,2026-06-21T09:47:00,1505.52,upi,other,bank_server_down,2,17,0,0.733,15,0,0
txn_001210,2026-07-04T03:39:00,831.88,netbanking,icici,insufficient_funds,2,6,0,0.582,1,0,1
txn_001211,2026-07-09T04:22:00,363.72,netbanking,icici,insufficient_funds,1,10,0,0.746,60,0,0
txn_001212,2026-06-10T22:20:00,1845.03,upi,axis,network_timeout,3,10,1,0.682,180,0,0
txn_001213,2026-07-26T01:47:00,1253.71,upi,hdfc,bank_server_down,3,12,0,0.913,30,0,1
txn_001214,2026-07-01T02:50:00,154.98,card,other,issuer_declined,1,7,0,0.835,5,0,0
txn_001215,2026-06-13T13:56:00,193.71,wallet,idfc,card_expired,2,18,0,0.515,15,0,0
txn_001216,2026-06-27T05:13:00,214.72,netbanking,yesbank,network_timeout,3,23,0,0.77,180,0,0
txn_001217,2026-06-21T21:30:00,542.84,card,kotak,insufficient_funds,1,4,0,0.833,15,0,0
txn_001218,2026-06-28T14:29:00,161.82,card,icici,invalid_otp,2,1,0,0.428,180,0,1
txn_001219,2026-06-27T15:20:00,642.05,wallet,idfc,bank_server_down,1,22,0,0.45,30,0,1
txn_001220,2026-06-13T04:07:00,2020.34,card,hdfc,invalid_otp,2,2,0,0.837,720,0,1
txn_001221,2026-07-18T07:03:00,343.66,upi,sbi,insufficient_funds,1,20,1,0.883,1,0,0
txn_001222,2026-07-12T12:12:00,68.68,netbanking,other,bank_server_down,1,14,0,0.742,180,0,1
txn_001223,2026-06-03T23:25:00,629.33,card,yesbank,insufficient_funds,1,23,0,0.709,5,0,0
txn_001224,2026-07-29T17:56:00,347.86,upi,other,bank_server_down,1,7,0,0.599,30,0,0
txn_001225,2026-06-30T15:46:00,1034.13,upi,other,network_timeout,3,22,0,0.428,720,0,0
txn_001226,2026-07-04T02:29:00,3457.88,card,axis,insufficient_funds,1,18,1,0.615,5,0,1
txn_001227,2026-06-23T11:52:00,402.88,card,axis,issuer_declined,2,23,0,0.824,720,0,0
txn_001228,2026-07-23T23:58:00,3403.69,netbanking,kotak,gateway_error,2,15,0,0.812,720,0,0
txn_001229,2026-06-20T12:00:00,581.26,card,sbi,network_timeout,3,10,1,0.48,30,0,0
txn_001230,2026-07-04T03:50:00,934.48,netbanking,sbi,network_timeout,1,16,1,0.848,1,0,1
txn_001231,2026-07-02T19:05:00,246.3,upi,axis,network_timeout,2,19,0,0.489,720,0,1
txn_001232,2026-06-19T09:15:00,128.86,netbanking,yesbank,invalid_otp,2,12,0,1.0,720,0,0
txn_001233,2026-06-09T12:24:00,777.82,netbanking,axis,insufficient_funds,2,2,0,1.0,60,0,0
txn_001234,2026-07-17T13:07:00,4674.33,card,sbi,insufficient_funds,2,18,0,0.831,15,0,0
txn_001235,2026-07-12T21:38:00,664.71,card,hdfc,insufficient_funds,1,3,1,0.787,5,0,1
txn_001236,2026-06-13T09:04:00,963.15,card,hdfc,network_timeout,1,12,0,0.763,180,0,1
txn_001237,2026-06-17T06:40:00,146.67,wallet,axis,issuer_declined,1,23,1,0.789,5,0,0
txn_001238,2026-07-23T11:13:00,339.79,netbanking,icici,network_timeout,2,0,0,0.642,15,0,0
txn_001239,2026-06-07T00:13:00,889.89,card,sbi,invalid_otp,1,0,0,0.662,15,0,0
txn_001240,2026-07-12T07:11:00,1709.6,upi,axis,issuer_declined,2,11,1,0.683,1,0,1
txn_001241,2026-06-07T19:43:00,531.58,netbanking,axis,insufficient_funds,1,10,0,0.728,720,0,1
txn_001242,2026-06-16T03:24:00,179.82,card,hdfc,risk_block,1,1,0,0.796,30,1,0
txn_001243,2026-06-24T18:17:00,259.75,upi,other,invalid_otp,1,0,0,0.877,1,0,1
txn_001244,2026-07-22T09:00:00,108.62,card,hdfc,gateway_error,1,9,1,0.909,30,0,0
txn_001245,2026-06-16T16:47:00,336.97,wallet,yesbank,gateway_error,1,19,1,0.408,15,0,1
txn_001246,2026-07-17T19:14:00,1403.59,netbanking,other,gateway_error,1,8,0,0.787,1,0,0
txn_001247,2026-07-09T13:49:00,5965.01,card,hdfc,insufficient_funds,1,13,0,0.447,1,0,0
txn_001248,2026-07-13T04:26:00,3972.39,upi,icici,card_expired,1,14,1,0.785,15,0,0
txn_001249,2026-07-19T07:19:00,591.23,upi,idfc,insufficient_funds,1,14,0,1.0,15,0,1
txn_001250,2026-07-03T08:14:00,258.24,wallet,kotak,gateway_error,1,3,0,0.604,60,0,0
txn_001251,2026-06-15T06:03:00,659.13,wallet,kotak,network_timeout,1,17,1,0.527,5,0,1
txn_001252,2026-06-06T05:47:00,578.18,wallet,kotak,issuer_declined,1,11,0,0.871,30,0,1
txn_001253,2026-07-13T12:57:00,542.53,wallet,idfc,gateway_error,1,10,0,0.811,30,0,1
txn_001254,2026-07-23T06:17:00,947.66,netbanking,hdfc,insufficient_funds,2,17,1,0.738,180,0,0
txn_001255,2026-07-16T05:30:00,437.95,card,icici,insufficient_funds,1,8,0,0.78,720,0,0
txn_001256,2026-06-27T15:13:00,1400.53,wallet,other,gateway_error,1,6,0,0.871,60,0,1
txn_001257,2026-06-17T15:48:00,183.44,wallet,icici,insufficient_funds,1,1,0,0.724,720,0,1
txn_001258,2026-06-13T16:53:00,3599.68,netbanking,icici,insufficient_funds,2,0,1,0.683,720,0,0
txn_001259,2026-06-03T11:55:00,782.96,wallet,hdfc,insufficient_funds,1,17,0,0.395,180,0,0
txn_001260,2026-07-24T05:19:00,16747.52,netbanking,icici,invalid_otp,2,2,1,0.722,60,0,0
txn_001261,2026-06-07T10:14:00,161.62,card,icici,network_timeout,1,0,0,0.357,180,0,1
txn_001262,2026-07-11T01:58:00,433.13,wallet,kotak,gateway_error,2,3,0,0.572,5,0,1
txn_001263,2026-06-17T08:50:00,3908.19,netbanking,other,gateway_error,1,1,0,0.937,30,0,1
txn_001264,2026-06-16T01:12:00,352.89,wallet,icici,risk_block,3,20,0,0.485,720,1,0
txn_001265,2026-07-24T14:20:00,503.21,wallet,sbi,invalid_otp,2,18,0,0.891,1,0,1
txn_001266,2026-07-21T08:30:00,790.11,upi,kotak,bank_server_down,2,13,1,0.642,15,0,1
txn_001267,2026-06-05T02:40:00,191.24,netbanking,idfc,card_expired,2,14,0,0.564,5,0,0
txn_001268,2026-06-14T19:22:00,1833.29,wallet,kotak,risk_block,1,17,1,0.685,30,1,0
txn_001269,2026-07-20T09:22:00,755.87,upi,sbi,insufficient_funds,3,4,1,0.589,180,0,0
txn_001270,2026-06-14T18:36:00,318.5,upi,axis,card_expired,2,22,0,0.799,15,0,0
txn_001271,2026-06-23T14:23:00,456.65,wallet,icici,gateway_error,1,2,1,0.818,720,0,0
txn_001272,2026-06-24T03:59:00,1047.61,card,axis,bank_server_down,1,6,0,0.849,5,0,1
txn_001273,2026-06-12T08:07:00,103.49,upi,idfc,bank_server_down,1,0,0,1.0,30,0,1
txn_001274,2026-07-15T01:50:00,6209.39,wallet,yesbank,invalid_otp,1,22,0,0.535,1,0,1
txn_001275,2026-07-07T11:21:00,1688.77,upi,sbi,risk_block,2,18,0,0.241,180,1,1
txn_001276,2026-07-06T21:50:00,306.76,card,icici,network_timeout,3,13,0,0.809,60,0,1
txn_001277,2026-07-05T16:39:00,1070.78,netbanking,idfc,invalid_otp,1,7,0,0.637,15,0,0
txn_001278,2026-06-06T07:59:00,442.32,upi,yesbank,card_expired,1,10,0,0.797,60,0,0
txn_001279,2026-07-06T22:38:00,165.96,wallet,yesbank,risk_block,1,13,0,0.843,720,1,0
txn_001280,2026-06-05T11:22:00,372.7,netbanking,axis,insufficient_funds,1,4,1,0.593,30,0,0
txn_001281,2026-06-24T20:38:00,1068.61,netbanking,sbi,insufficient_funds,2,23,0,0.533,15,0,0
txn_001282,2026-06-21T02:11:00,530.18,netbanking,yesbank,insufficient_funds,2,14,0,0.405,15,0,0
txn_001283,2026-06-10T20:48:00,195.49,upi,idfc,insufficient_funds,2,12,0,0.804,180,0,1
txn_001284,2026-07-09T23:22:00,2063.12,netbanking,yesbank,network_timeout,1,5,0,0.793,720,0,1
txn_001285,2026-06-09T09:37:00,440.17,wallet,other,gateway_error,1,10,0,0.819,180,0,0
txn_001286,2026-06-08T04:52:00,3455.98,netbanking,idfc,network_timeout,1,3,0,0.47,60,0,1
txn_001287,2026-06-14T09:43:00,2036.56,netbanking,other,insufficient_funds,1,4,0,0.71,720,0,0
txn_001288,2026-07-19T10:48:00,315.37,card,hdfc,issuer_declined,1,23,0,0.745,60,0,0
txn_001289,2026-06-24T01:09:00,474.61,netbanking,sbi,insufficient_funds,1,16,1,0.575,5,0,0
txn_001290,2026-06-18T14:48:00,175.11,netbanking,hdfc,bank_server_down,1,9,0,0.801,1,0,1
txn_001291,2026-07-07T05:45:00,2493.44,wallet,kotak,insufficient_funds,1,23,0,1.0,1,0,1
txn_001292,2026-06-07T14:58:00,1558.57,card,kotak,issuer_declined,1,5,0,0.891,30,0,0
txn_001293,2026-06-18T16:35:00,908.26,netbanking,hdfc,risk_block,1,2,0,0.721,15,1,0
txn_001294,2026-07-28T17:48:00,1528.91,card,yesbank,insufficient_funds,2,4,1,0.65,15,0,1
txn_001295,2026-07-03T17:15:00,530.2,upi,idfc,issuer_declined,2,16,0,0.651,15,0,1
txn_001296,2026-07-21T06:53:00,1449.0,wallet,hdfc,bank_server_down,2,17,0,0.445,30,0,1
txn_001297,2026-07-27T14:59:00,906.16,netbanking,axis,insufficient_funds,1,17,0,0.504,180,0,0
txn_001298,2026-06-13T12:26:00,870.28,wallet,sbi,card_expired,2,10,0,0.769,720,0,0
txn_001299,2026-06-10T09:27:00,328.1,card,hdfc,bank_server_down,2,6,0,0.62,5,0,1
txn_001300,2026-06-11T15:31:00,343.42,upi,other,insufficient_funds,2,16,0,0.591,5,0,1
txn_001301,2026-07-21T19:12:00,1198.72,card,sbi,insufficient_funds,1,13,0,1.0,60,0,0
txn_001302,2026-07-21T08:07:00,137.21,wallet,idfc,gateway_error,1,9,1,0.78,180,0,1
txn_001303,2026-07-29T09:24:00,889.92,netbanking,axis,bank_server_down,2,16,0,0.662,720,0,1
txn_001304,2026-06-17T14:24:00,228.08,netbanking,kotak,insufficient_funds,1,3,1,0.725,720,0,0
txn_001305,2026-06-09T09:02:00,585.6,netbanking,yesbank,insufficient_funds,1,0,0,0.331,30,0,0
txn_001306,2026-07-20T07:15:00,439.2,wallet,yesbank,insufficient_funds,2,2,0,1.0,1,0,0
txn_001307,2026-06-27T18:41:00,1752.76,wallet,kotak,bank_server_down,1,16,0,0.598,30,0,1
txn_001308,2026-07-14T00:08:00,129.59,wallet,idfc,card_expired,1,0,0,0.494,180,0,0
txn_001309,2026-07-25T03:08:00,442.41,wallet,icici,card_expired,1,18,0,0.864,30,0,1
txn_001310,2026-07-21T08:41:00,1446.08,upi,icici,bank_server_down,1,20,0,0.856,15,0,0
txn_001311,2026-07-06T01:15:00,389.53,netbanking,sbi,risk_block,1,3,0,0.639,5,1,0
txn_001312,2026-06-17T02:43:00,981.54,upi,icici,invalid_otp,1,20,0,0.512,5,0,1
txn_001313,2026-06-13T00:07:00,681.93,wallet,yesbank,insufficient_funds,2,1,0,0.854,180,0,0
txn_001314,2026-07-04T10:05:00,157.5,netbanking,kotak,insufficient_funds,2,1,0,0.991,5,0,1
txn_001315,2026-06-26T08:16:00,915.49,upi,hdfc,network_timeout,1,22,0,0.931,5,0,1
txn_001316,2026-07-30T08:12:00,715.28,wallet,sbi,risk_block,2,19,0,0.725,1,1,0
txn_001317,2026-07-04T23:08:00,2343.97,card,sbi,gateway_error,3,7,1,1.0,60,0,0
txn_001318,2026-06-10T22:34:00,1960.91,upi,hdfc,insufficient_funds,1,1,1,0.991,720,0,0
txn_001319,2026-07-25T00:50:00,40.05,upi,yesbank,gateway_error,1,14,1,0.736,1,0,1
txn_001320,2026-06-30T18:50:00,2121.23,upi,hdfc,bank_server_down,2,22,0,0.907,15,0,1
txn_001321,2026-06-26T09:32:00,2151.78,card,sbi,invalid_otp,1,13,0,0.857,5,0,1
txn_001322,2026-06-07T10:29:00,1542.71,upi,idfc,gateway_error,1,4,0,0.627,5,0,0
txn_001323,2026-07-03T18:18:00,1117.22,netbanking,hdfc,insufficient_funds,1,21,1,0.566,720,0,0
txn_001324,2026-06-18T15:16:00,1518.98,card,yesbank,network_timeout,2,16,1,0.932,180,0,1
txn_001325,2026-06-28T02:48:00,674.58,card,kotak,invalid_otp,1,5,0,1.0,180,0,0
txn_001326,2026-07-04T03:39:00,474.81,card,hdfc,network_timeout,2,14,0,0.549,15,0,1
txn_001327,2026-07-28T05:56:00,1043.09,card,axis,gateway_error,1,0,0,0.55,1,0,1
txn_001328,2026-06-03T03:58:00,172.17,upi,icici,invalid_otp,1,9,0,0.486,5,0,1
txn_001329,2026-06-01T23:06:00,6160.98,netbanking,axis,network_timeout,1,5,0,0.79,720,0,0
txn_001330,2026-07-28T16:22:00,97.53,wallet,hdfc,insufficient_funds,1,5,0,0.81,60,0,1
txn_001331,2026-07-03T05:01:00,588.61,netbanking,hdfc,risk_block,1,15,1,0.758,60,1,0
txn_001332,2026-06-11T18:54:00,2389.2,netbanking,hdfc,issuer_declined,3,21,0,0.724,180,0,0
txn_001333,2026-06-21T03:36:00,505.86,netbanking,sbi,insufficient_funds,1,22,0,0.872,60,0,0
txn_001334,2026-06-06T09:35:00,2576.36,netbanking,sbi,gateway_error,2,7,0,0.687,30,0,1
txn_001335,2026-07-14T11:06:00,1044.85,wallet,hdfc,network_timeout,3,13,0,0.645,30,0,0
txn_001336,2026-07-05T03:07:00,669.07,card,other,bank_server_down,3,4,0,0.584,15,0,1
txn_001337,2026-06-20T08:14:00,457.53,upi,hdfc,risk_block,1,5,0,0.818,1,1,1
txn_001338,2026-07-23T03:02:00,211.29,netbanking,kotak,gateway_error,1,9,1,0.749,5,0,1
txn_001339,2026-06-05T05:21:00,1463.42,card,axis,issuer_declined,2,3,1,0.776,30,0,0
txn_001340,2026-06-01T14:11:00,682.67,upi,idfc,bank_server_down,1,4,0,0.558,720,0,1
txn_001341,2026-06-16T13:32:00,52.76,netbanking,other,bank_server_down,3,18,0,0.344,720,0,1
txn_001342,2026-07-18T09:24:00,2050.47,wallet,kotak,invalid_otp,1,21,0,1.0,30,0,1
txn_001343,2026-06-17T11:15:00,1013.19,netbanking,other,insufficient_funds,2,14,1,0.798,720,0,0
txn_001344,2026-07-15T11:52:00,1349.94,card,icici,insufficient_funds,1,21,1,1.0,60,0,0
txn_001345,2026-06-29T11:38:00,383.6,netbanking,icici,issuer_declined,1,16,0,0.595,180,0,0
txn_001346,2026-07-14T13:50:00,87.45,wallet,other,card_expired,1,12,0,1.0,15,0,0
txn_001347,2026-06-29T07:22:00,767.77,card,icici,card_expired,1,4,0,1.0,15,0,0
txn_001348,2026-06-21T19:28:00,52.15,upi,sbi,risk_block,1,5,1,0.758,5,1,0
txn_001349,2026-06-10T23:39:00,348.01,card,hdfc,insufficient_funds,2,15,0,0.666,720,0,0
txn_001350,2026-06-14T14:04:00,2123.83,netbanking,axis,insufficient_funds,1,23,0,0.853,1,0,1
txn_001351,2026-07-16T19:33:00,1503.49,card,sbi,insufficient_funds,1,4,0,0.628,720,0,0
